Pact, 0.8999999761581421
Reformation, 0.800000011920929
Wildfang., 0.800000011920929
Cuyana., 0.800000011920929
Buys, 0.800000011920929
Knowledge, 0.800000011920929
Belize Sugar Cane Farmers' Association, 0.699999988079071
PLj., 0.6000000238418579
Patagonia.<, 0.5
Everything, 0.5
Canopy., 0.5
Branch, 0.4000000059604645
Branch, 0.4000000059604645
Reformation, 0.4000000059604645
Boll &amp, 0.4000000059604645
Crane &amp, 0.4000000059604645
Coyuchi, 0.4000000059604645
Boll, 0.4000000059604645
Millenials, 0.30000001192092896
Everlane, 0.30000001192092896
Bombas, 0.30000001192092896
Tim Brown, 0.30000001192092896
Apiaries, 0.30000001192092896
Patagonia, 0.30000001192092896
Naadam., 0.30000001192092896
Want, 0.30000001192092896
Wildfang, 0.20000000298023224
Cuyana, 0.20000000298023224
Free Speech event, 0.20000000298023224
Premium, 0.20000000298023224
LemonAid GmbH, 0.20000000298023224
Lean Closet, 0.20000000298023224
Gingerella, 0.20000000298023224
GMOs., 0.20000000298023224
Fair Trade USA, 0.20000000298023224
Sons, 0.20000000298023224
Rock, 0.20000000298023224
Guarani, 0.20000000298023224
Whole Earth., 0.20000000298023224
FDA, 0.20000000298023224
Brazil, 0.20000000298023224
Cole, 0.20000000298023224
Lushcombe, 0.20000000298023224
Ethiopia, 0.10000000149011612
Naadam, 0.10000000149011612
Pact, 0.10000000149011612
Wayfairer, 0.10000000149011612
Fairphone, 0.10000000149011612
Disclosure, 0.10000000149011612
B Corp, 0.10000000149011612
Superstore, 0.10000000149011612
Sugarcane farming, 0.10000000149011612
Best Buys Whole Earth, 0.10000000149011612
Fair Trade certification, 0.10000000149011612
Premium, 0.10000000149011612
Allbirds., 0.10000000149011612
Green ISP, 0.10000000149011612
Lemony, 0.10000000149011612
LemonAid, 0.10000000149011612
RAICES, 0.10000000149011612
ChariTea, 0.10000000149011612
Bottle, 0.10000000149011612
Fever-Tree, 0.10000000149011612
Planned Parenthood, 0.10000000149011612
Frontier Co-op, 0.10000000149011612
Lemony Lemonade, 0.10000000149011612
Karma Cola, 0.10000000149011612
Lots, 0.10000000149011612
ChariTea Foundation, 0.10000000149011612
Belvoir, 0.10000000149011612
Franklin, 0.10000000149011612
Abel, 0.10000000149011612
Karma, Lemony, 0.10000000149011612
EU, -0.10000000149011612
Expert Consultation, -0.10000000149011612
John Yudkin, -0.10000000149011612
Glen Miru, -0.10000000149011612
Front Cover, -0.10000000149011612
WWF, -0.10000000149011612
Aldi, -0.10000000149011612
Buffalo Wild Wings, -0.10000000149011612
Applebee, -0.10000000149011612
Hilltop Honey Limited, -0.10000000149011612
Pacific, -0.10000000149011612
Caribbean, -0.10000000149011612
Price, -0.10000000149011612
Coca-Cola Company, -0.10000000149011612
Product Sustainability marks, -0.10000000149011612
Technologies, -0.10000000149011612
Sugar, -0.10000000149011612
Sugar beets, -0.10000000149011612
Ownership, -0.10000000149011612
Health Research Books, -0.10000000149011612
Energy Balance Network, -0.10000000149011612
Product guide, -0.10000000149011612
Product guide, -0.10000000149011612
Diabetes, -0.10000000149011612
Reviews, -0.10000000149011612
Manufacture, -0.10000000149011612
Everglades, -0.10000000149011612
All, -0.10000000149011612
AHA, -0.10000000149011612
PET bottles, -0.10000000149011612
Alternatives, -0.10000000149011612
Campaign group, -0.10000000149011612
Europe, -0.10000000149011612
Kiwi, -0.10000000149011612
Drinkmate, -0.10000000149011612
Western, -0.10000000149011612
U.S. Sugar, -0.20000000298023224
Farmers, -0.20000000298023224
Millennials, -0.20000000298023224
Neonics, -0.20000000298023224
Ainge, -0.20000000298023224
Profits, -0.20000000298023224
Canopy, -0.20000000298023224
Stevia, -0.20000000298023224
Pacific Ocean, -0.20000000298023224
Boycotts Divestment, -0.20000000298023224
MPs, -0.20000000298023224
Food and Drink Federation, -0.20000000298023224
Millennials, -0.30000001192092896
Varroa mites, -0.30000001192092896
Critics, -0.30000001192092896
Plantations, -0.4000000059604645
Disposal, -0.5
Sanctions, -0.5
SodaStream, -0.5
Honey, -0.6000000238418579
Theft, -0.800000011920929
