Pop-Tarts, 0.30000001192092896
Cheez-It, 0.30000001192092896
Keebler, 0.30000001192092896
Special K, 0.20000000298023224
Kashi, 0.20000000298023224
Muesli, 0.20000000298023224
Eggo, 0.20000000298023224
Mini-Wheats, 0.20000000298023224
Oats, 0.20000000298023224
Pringles, 0.20000000298023224
Corn Flakes, 0.10000000149011612
Frosted Flakes, 0.10000000149011612
Corn Flakes, 0.10000000149011612
Kellogg's Frosted Flakes, 0.10000000149011612
Jordans Natural Muesli, 0.10000000149011612
Hodmedod, -0.10000000149011612
McVities, -0.10000000149011612
Honey Monster Puffs, -0.10000000149011612
Quaker'‍‍‍s Sugar Puffs, -0.20000000298023224
Quinoa Puffs, -0.20000000298023224
PepisCo, -0.20000000298023224
